,tra_sco_mean,tra_sco_stdDev,tra_lin_mean,tra_lin_stdDev,tra_ibk_mean,tra_ibk_stdDev,tst_sco_mean,tst_sco_stdDev,tst_lin_mean,tst_lin_stdDev,tst_ibk_mean,tst_ibk_stdDev
appendicitis,89.9375,0.8769043445687872,90.35635964912281,0.8279658434558891,87.94736842105263,1.1093519661598317,89.72727272727272,7.937427468703989,88.72727272727272,8.508624695852792,85.0,10.60389588298345
australian,61.56199677938808,0.904737855038575,85.53945249597423,0.5515934548004349,88.5024154589372,0.6405339297982324,59.130434782608695,1.9080596771141551,80.8695652173913,2.8824026840920376,84.78260869565217,4.334386097808301
