,tra_sco_mean,tra_sco_stdDev,tra_lin_mean,tra_lin_stdDev,tra_ibk_mean,tra_ibk_stdDev,tst_sco_mean,tst_sco_stdDev,tst_lin_mean,tst_lin_stdDev,tst_ibk_mean,tst_ibk_stdDev
appendicitis,88.36622807017544,1.2379294779153003,88.57894736842105,1.2051010053195246,87.84100877192982,1.325625697953303,87.9090909090909,8.53932726816565,86.81818181818181,7.93974091307509,86.0,11.556544423324148
australian,59.88727858293076,0.7531994655356327,83.31723027375202,0.6222813417580025,88.01932367149759,0.4101980284389235,58.405797101449274,1.9383963910858817,80.43478260869566,3.69494167651651,85.65217391304348,3.446581445746275
